Rank,Building,City,Height_m,Height_ft,Floors,DateComplete,Material,Use
2840.0,Palmetto Eliptic,C artagena,156.0,512.0,41.0,2011.0,concrete,residential
2841.0,Tianjin Ocean Shipping Mansion,Tianjin,156.0,512.0,40.0,1997.0,,office
2842.0,"Bellagio Golfview Residences Tower
3",Taguig C ity,156.0,512.0,39.0,2010.0,concrete,residential
2843.0,C hina Merchants Tower,Hong Kong,156.0,512.0,38.0,1985.0,composite,office
2843.0,Shun Tak C entre West,Hong Kong,156.0,512.0,38.0,1985.0,composite,office
2845.0,Excellence C entury Plaza Tower 4,Shenzhen,156.0,512.0,37.0,2010.0,composite,hotel
2845.0,"NEC Tamagawa Renaissance C ity
Phase II",Kawasaki,156.0,512.0,37.0,2005.0,steel,office
2847.0,Kasumigaseki Building,Tokyo,156.0,512.0,36.0,1968.0,steel,office
2848.0,C yber2 Tower,Jakarta,156.0,512.0,33.0,2009.0,concrete,office
2849.0,C hina Telecom Building,Wenzhou,156.0,512.0,31.0,1999.0,,office
2850.0,Rizal Tower,Makati,155.9,512.0,49.0,1999.0,concrete/steel,residential
2851.0,Sunlight Tower,Hong Kong,155.9,512.0,40.0,1999.0,steel,office
2852.0,MVRDC,Mumbai,155.9,512.0,35.0,1970.0,,office
2853.0,Sovereign,Burnaby,155.9,511.0,45.0,2014.0,,residential / hotel
2854.0,"Shenzhen Xinhe World Office Tower
A",Shenzhen,155.9,511.0,31.0,2015.0,concrete,office
2854.0,"Shenzhen Xinhe World Office Tower
B",Shenzhen,155.9,511.0,31.0,2015.0,concrete,office
2856.0,Bellagio Resort & C asino,Las Vegas,155.8,511.0,36.0,1998.0,,hotel / casino
2857.0,Lai San Kok,Macau,155.8,511.0,52.0,2008.0,concrete,residential
2858.0,1155 Avenue of the Americas,New York C ity,155.8,511.0,40.0,1984.0,steel,office
2859.0,K & L Gates C enter,Pittsburgh,155.8,511.0,39.0,1968.0,steel,office
2860.0,Yasuda Seimei Osaka Building,Osaka,155.8,511.0,32.0,2000.0,,office
2861.0,Neo Sky Dome Tower A,Banciao C ity,155.8,511.0,40.0,2010.0,concrete,residential
2862.0,C hateau Puerto Madero,Buenos Aires,155.7,511.0,48.0,2009.0,concrete,residential
2863.0,I-Park Tower 101,Seoul,155.6,511.0,45.0,2004.0,concrete,residential
2864.0,Park Avenue Towers 6-10,Hong Kong,155.6,510.0,51.0,2000.0,concrete,residential
2865.0,Exchange Place,Boston,155.4,510.0,39.0,1984.0,,office
2866.0,321 North C lark Street,C hicago,155.4,510.0,38.0,1987.0,,office
2867.0,Harris Bank Bank Addition II,C hicago,155.4,510.0,35.0,1974.0,steel,office
2868.0,Stephen P. C lark C enter,Miami,155.4,510.0,28.0,1985.0,,office
2869.0,Liberty Plaza,New York C ity,155.4,510.0,45.0,2004.0,concrete,residential
2870.0,Galaxia Tower 1,Hong Kong,155.3,509.0,51.0,1998.0,concrete,residential
2870.0,Galaxia Tower 6,Hong Kong,155.3,509.0,51.0,1998.0,concrete,residential
2872.0,Plaza Tower Kachidoki,Tokyo,155.1,509.0,43.0,2004.0,concrete,residential
2873.0,Scotia C entre,C algary,155.1,509.0,42.0,1976.0,,office / retail
2874.0,Sixty State Street,Boston,155.1,509.0,38.0,1977.0,,office
2875.0,KOIN C enter,Portland,155.1,509.0,31.0,1984.0,concrete,multiple
2876.0,Hudson Greene East Tower,Jersey C ity,155.1,509.0,48.0,2010.0,concrete,residential
2877.0,Henley Building,Hong Kong,155.1,509.0,36.0,1998.0,,office
2879.0,"Taicang New Port Businese Area
NO.1 Building",Taicang,155.1,509.0,36.0,2010.0,,office
2880.0,215 West,C hicago,155.1,509.0,50.0,2010.0,concrete,residential
2881.0,BrickellHouse,Miami,155.0,509.0,48.0,2014.0,concrete,residential
2882.0,Al Fujayrah Tower,Al Fujayrah,155.0,509.0,47.0,2002.0,concrete,residential / office
2883.0,The Namba Tower,Osaka,155.0,509.0,46.0,2007.0,concrete,residential
2884.0,Anshan Silong Building,Anshan,155.0,509.0,43.0,2008.0,,office
2884.0,Avenue 77 Block 1,Moscow,155.0,509.0,43.0,2009.0,,residential
2884.0,Avenue 77 Block 2,Moscow,155.0,509.0,43.0,2009.0,,residential
2884.0,Avenue 77 Block 3,Moscow,155.0,509.0,43.0,2009.0,,residential
2884.0,Grace Mansion,Shenzhen,155.0,509.0,43.0,2001.0,,residential
2884.0,Gurney Paragon East Tower,Penang,155.0,509.0,43.0,2011.0,concrete,residential
2884.0,Gurney Paragon West Tower,Penang,155.0,509.0,43.0,2011.0,concrete,residential
2884.0,Tokyo Dome Hotel,Tokyo,155.0,509.0,43.0,2000.0,steel,hotel
2892.0,Bay C entral 1,Dubai,155.0,509.0,42.0,2012.0,concrete,residential
2892.0,Hotel Lamuette,Busan,155.0,509.0,42.0,2014.0,concrete,residential / hotel
2894.0,Sangbong Sante-ciel 1,Seoul,155.0,509.0,41.0,2010.0,concrete,residential
2894.0,Sangbong Sante-ciel 2,Seoul,155.0,509.0,41.0,2010.0,concrete,residential
2894.0,Tianli Plaza Tower II,Wuhan,155.0,509.0,41.0,2002.0,,
2897.0,200 George Street,Sydney,155.0,509.0,40.0,2016.0,concrete,office
2897.0,Deutsche Bank Tower I,Frankfurt am Main,155.0,509.0,40.0,1984.0,concrete,office
2897.0,"Goaxin International
C ommunication C enter",Xi An,155.0,509.0,40.0,2000.0,,office
2897.0,Shangri-La Hotel,Mumbai,155.0,509.0,40.0,2012.0,concrete,hotel / retail
2897.0,The Ascott Metropolis,Auckland,155.0,509.0,40.0,1999.0,concrete,residential / hotel
2897.0,The Atrium Residences,C hengdu,155.0,509.0,40.0,2012.0,concrete,residential
2897.0,Tour Adria,C ourbevoie,155.0,509.0,40.0,2002.0,concrete,office
2904.0,Renaissance C enter 100 Tower,Detroit,155.0,509.0,39.0,1976.0,concrete,office
2904.0,Renaissance C enter 200 Tower,Detroit,155.0,509.0,39.0,1976.0,concrete,office
2904.0,Renaissance C enter 300 Tower,Detroit,155.0,509.0,39.0,1976.0,concrete,office
2904.0,Renaissance C enter 400 Tower,Detroit,155.0,509.0,39.0,1976.0,concrete,office
2904.0,Tour Egee,C ourbevoie,155.0,509.0,39.0,1999.0,concrete,office
2909.0,C hina World Trade C enter I,Beijing,155.0,509.0,38.0,1989.0,,office
2909.0,C hina World Trade C enter II,Beijing,155.0,509.0,38.0,1999.0,,office
2909.0,Deutsche Bank Tower II,Frankfurt am Main,155.0,509.0,38.0,1984.0,concrete,office
2909.0,Exportbank Plaza,Makati,155.0,509.0,38.0,1998.0,concrete,office
2909.0,Fountain Palace,Taichung,155.0,509.0,38.0,2010.0,,residential
2909.0,Saeed Tower II,Dubai,155.0,509.0,38.0,2001.0,concrete,residential / office
2915.0,Al Khatem Tower,Abu Dhabi,155.0,509.0,37.0,2012.0,concrete,office
2915.0,Al Maqam Tower,Abu Dhabi,155.0,509.0,37.0,2012.0,concrete,office
2915.0,"InterC ontinental MidPlaza Jakarta
Hotel",Jakarta,155.0,509.0,37.0,1997.0,,residential / hotel
2915.0,Metro Spire Residences,C hatswood,155.0,509.0,37.0,2014.0,concrete,residential / retail
2919.0,Bay C entral 3,Dubai,155.0,509.0,36.0,2015.0,concrete,hotel
2919.0,Shangri-La C hengdu,C hengdu,155.0,509.0,36.0,2007.0,,residential / hotel
2921.0,C athedral Square,Perth,155.0,509.0,35.0,2015.0,concrete,office / government
2921.0,"Harumi Island Triton Square Tower
Z",Tokyo,155.0,509.0,35.0,2000.0,steel,office
2921.0,Novotel Da Nang Premier Han River,Da Nang,155.0,509.0,35.0,2013.0,concrete,hotel
2924.0,Ministry of Transportation & C ommunication,Astana,155.0,509.0,34.0,2003.0,,office
2924.0,Shaiba Tower 1,Dubai,155.0,509.0,34.0,2007.0,concrete,residential
2924.0,Shanghai Times Square,Shanghai,155.0,509.0,34.0,1997.0,,office / retail
2927.0,Altira Office Park,Jakarta,155.0,509.0,33.0,2015.0,concrete,office
2927.0,Bank of C ommunications Tower,Hong Kong,155.0,509.0,33.0,1996.0,concrete,office
2927.0,Fortune Plaza A,C hongqing,155.0,509.0,33.0,2009.0,concrete,office
2927.0,Zuellig Building,Makati,155.0,509.0,33.0,2012.0,concrete,office
2931.0,Petroland Tower,Ho C hi Minh C ity,155.0,509.0,30.0,2012.0,concrete,office
2931.0,Shenzhen C oastal C ity West Tower,Shenzhen,155.0,509.0,30.0,2008.0,,office
2933.0,East Pacific C enter Tower D,Shenzhen,155.0,509.0,29.0,2010.0,concrete,office
2933.0,Suncome Liauw Building,Shanghai,155.0,509.0,29.0,1999.0,,office
2935.0,"Hyundae Fire & Marine Insurance
HQ",Ulsan,155.0,509.0,20.0,2000.0,,office
2936.0,"The Westin Virginia Beach Town
C enter & Resid…",Virginia Beach,154.8,508.0,38.0,2007.0,concrete,residential / hotel
2937.0,7 C orporate Avenue,C hongqing,154.7,508.0,31.0,2014.0,concrete,office
2938.0,555 17th Street,Denver,154.5,507.0,40.0,1978.0,,office
2939.0,Ascentia Sky,Singapore,154.5,507.0,45.0,2014.0,concrete,residential
2940.0,Dynasty Hotel,Kuala Lumpur,154.5,507.0,37.0,1994.0,,hotel
2941.0,One Beacon Street,Boston,154.5,507.0,36.0,1972.0,steel,office
2942.0,Hua Nan Bank Headquarters,Taipei,154.5,507.0,27.0,2014.0,steel,office
2943.0,Mansao Margarida C osta Pinto,Salvador,154.4,507.0,43.0,2008.0,concrete,residential
2944.0,Brownstone Seoul 101,Seoul,154.4,507.0,39.0,2006.0,,"hotel / residential /
office"
2945.0,Li Po C hun C hambers,Hong Kong,154.4,506.0,31.0,1995.0,,office
2946.0,"Grand Front Osaka Intercontinental
Hotel",Osaka,154.3,506.0,35.0,2013.0,steel,hotel / office / retail
2947.0,810 7th Avenue,New York C ity,154.2,506.0,41.0,1970.0,steel,office
2948.0,10 Universal C ity Plaza,Los Angeles,154.2,506.0,36.0,1984.0,steel,office
2949.0,S-Trenue,Seoul,154.1,506.0,36.0,2009.0,composite,residential / office
2950.0,400 East Ohio Street,C hicago,154.0,505.0,50.0,1982.0,concrete,residential
2951.0,Sheraton Grande Ocean Resort,Miyazaki,154.0,505.0,45.0,1994.0,steel,hotel
2951.0,U C ondominiums - West Tower,Toronto,154.0,505.0,45.0,2015.0,,residential
2953.0,Hotel de las Artes,Barcelona,154.0,505.0,44.0,1992.0,steel,hotel
2953.0,The Pavillion Service Apartment 2,Kuala Lumpur,154.0,505.0,44.0,2009.0,concrete,residential
2955.0,Azrieli C enter Square Tower,Tel Aviv,154.0,505.0,42.0,2007.0,concrete,office
2955.0,Uprise Elite,Istanbul,154.0,505.0,42.0,2011.0,concrete,residential
2957.0,C iudadela San Martín Torre Sur,Bogota,154.0,505.0,40.0,1970.0,,hotel
2957.0,Torre Mapfre,Barcelona,154.0,505.0,40.0,1992.0,composite,office
2959.0,C hanghong Technology Tower,C hengdu,154.0,505.0,38.0,2013.0,,office
2960.0,Hilton Kuala Lumpur Sentral,Kuala Lumpur,154.0,505.0,37.0,2004.0,concrete,hotel
2960.0,Le Meridien Kuala Lumpur Sentral,Kuala Lumpur,154.0,505.0,37.0,2004.0,concrete,hotel
2960.0,Menara Dion,Kuala Lumpur,154.0,505.0,37.0,1997.0,,office
2963.0,MGM Grand Macau,Macau,154.0,505.0,35.0,2007.0,,hotel / casino
2964.0,Guangdong C olor TV C enter,Guangzhou,154.0,505.0,33.0,1991.0,concrete,office
2965.0,Dalian Telecommunications C enter,Dalian,154.0,505.0,32.0,1996.0,,office
2966.0,Otemachi Financial C ity North Tower,Tokyo,154.0,505.0,30.0,2012.0,steel,office
2966.0,"President Enterprise C orporation
Tower",Taipei,154.0,505.0,30.0,2003.0,concrete,office
2968.0,"Hyatt Hotel - C hina Resources
C enter",Shenyang,154.0,505.0,29.0,2013.0,,hotel
2969.0,The Beach C lub Tower 2,Hallandale Beach,153.9,505.0,50.0,2006.0,concrete,residential
2969.0,The Sheffield,New York C ity,153.9,505.0,50.0,1978.0,,residential
2971.0,One United Nations Plaza,New York C ity,153.9,505.0,39.0,1975.0,steel,hotel / office
2971.0,Two United Nations Plaza,New York C ity,153.9,505.0,39.0,1981.0,steel,hotel / office
2973.0,BSA Makati Tower,Makati,153.9,505.0,37.0,1998.0,concrete,residential
2974.0,"Saitama-Shintoshin National
Government Buildi…",Saitama,153.9,505.0,31.0,2000.0,,government
2975.0,Hilltop Tower,Tokyo,153.9,505.0,47.0,2005.0,concrete,residential
2976.0,C entro C andido Mendes,Rio de Janeiro,153.9,505.0,43.0,1978.0,,office
2976.0,Metro C ity I Tower 3,Hong Kong,153.9,505.0,43.0,1996.0,concrete,residential
2976.0,Metro C ity I Tower 4,Hong Kong,153.9,505.0,43.0,1996.0,concrete,residential
2976.0,Metro C ity I Tower 5,Hong Kong,153.9,505.0,43.0,1996.0,concrete,residential
2976.0,Metro C ity I Tower 6,Hong Kong,153.9,505.0,43.0,1996.0,concrete,residential
2981.0,Metro C ity I Tower 1,Hong Kong,153.9,505.0,42.0,1996.0,concrete,residential
2981.0,Metro C ity I Tower 2,Hong Kong,153.9,505.0,42.0,1996.0,concrete,residential
2983.0,Skyper,Frankfurt am Main,153.8,505.0,39.0,2004.0,concrete,office
2984.0,"Gunma Prefectural Government
Building",Maebashi,153.8,505.0,33.0,1999.0,,office / government
2985.0,The Panorama,Hong Kong,153.7,504.0,52.0,1999.0,concrete,residential
2986.0,Worldmark Westend 105,Daegu,153.6,504.0,45.0,2010.0,concrete,residential
2987.0,Suzer Plaza Ritz-C arlton,Istanbul,153.6,504.0,34.0,1998.0,,hotel / office
2988.0,2 New York Plaza,New York C ity,153.6,504.0,40.0,1970.0,,office
2989.0,One Indiana Square,Indianapolis,153.6,504.0,37.0,1969.0,steel,office
2990.0,Shengda Jinpan 1,Shanghai,153.6,504.0,48.0,2005.0,concrete,residential
2990.0,Shengda Jinpan 2,Shanghai,153.6,504.0,48.0,2005.0,concrete,residential
2990.0,Shengda Jinpan 3,Shanghai,153.6,504.0,48.0,2005.0,concrete,residential
2993.0,TD South Tower,Toronto,153.6,504.0,39.0,1985.0,concrete,office
2994.0,Toranomon Towers,Tokyo,153.5,504.0,41.0,2006.0,,residential
2995.0,Fifth Street Towers II,Minneapolis,153.5,504.0,36.0,1988.0,composite,office
2996.0,Vern Riffe C enter for Govermnment and the Art…,C olumbus,153.5,504.0,33.0,1989.0,steel,office
2997.0,Liberte 8,Hong Kong,153.4,503.0,43.0,2003.0,concrete,residential
2998.0,W-C omfort Towers West,Tokyo,153.4,503.0,45.0,2005.0,concrete,residential
2999.0,Bank of America Plaza,C harlotte,153.3,503.0,40.0,1974.0,steel,office
3000.0,60 Broad Street,New York C ity,153.3,503.0,39.0,1962.0,steel,office
3001.0,State Street Financial C enter,Boston,153.3,503.0,36.0,2003.0,steel,office
3002.0,The Huntington,Houston,153.3,503.0,34.0,1982.0,,residential
3003.0,Westlake Village 1,Toronto,153.3,503.0,48.0,2015.0,concrete,residential
3004.0,Dragon C ity 1,Ho C hi Minh C ity,153.3,503.0,35.0,2012.0,concrete,residential
3004.0,Dragon C ity 2,Ho C hi Minh C ity,153.3,503.0,35.0,2012.0,concrete,residential
3006.0,"Luoyang Police C ommunication
Tower",Luoyang,153.3,503.0,30.0,2003.0,,office
3007.0,35 Mariner,Toronto,153.2,503.0,49.0,2005.0,concrete,residential
3008.0,Dayong C ommercial C enter 1,Shenzhen,153.1,502.0,35.0,2015.0,steel/concrete,office
3009.0,Haeundae Hillside We've Tower 105,Busan,153.1,502.0,45.0,2014.0,concrete,residential
3010.0,Met 2 Marriott Marquis,Miami,153.1,502.0,41.0,2010.0,concrete,hotel
3011.0,Edificio Grattacielo,Barranquilla,153.1,502.0,40.0,2014.0,steel/concrete,residential
3012.0,Silverene Tower A,Dubai,153.1,502.0,35.0,2011.0,concrete,residential
3013.0,Le Palais,Guangzhou,153.0,502.0,52.0,2000.0,concrete,residential
3014.0,Sharp C entum Park 202,Busan,153.0,502.0,50.0,2005.0,concrete,residential
3014.0,Sharp C entum Park 204,Busan,153.0,502.0,50.0,2005.0,concrete,residential
3014.0,Sharp C entum Park 206,Busan,153.0,502.0,50.0,2005.0,concrete,residential
3017.0,Montage,Toronto,153.0,502.0,48.0,2009.0,concrete,residential
3018.0,Jin Jiang Hotel,Shanghai,153.0,502.0,46.0,1988.0,,hotel
3019.0,Lodha Bellezza 3,Hyderabad,153.0,502.0,45.0,2014.0,concrete,residential
3019.0,Lodha Bellezza 4,Hyderabad,153.0,502.0,45.0,2014.0,concrete,residential
3021.0,C entric Sea Pattaya Tower A,Pattaya,153.0,502.0,44.0,2016.0,concrete,residential
3021.0,Tomson Riviera Garden 1,Shanghai,153.0,502.0,44.0,2005.0,concrete,residential
3021.0,Tomson Riviera Garden 2,Shanghai,153.0,502.0,44.0,2005.0,concrete,residential
3024.0,Dongzhao Building,Guangzhou,153.0,502.0,42.0,2008.0,concrete,office
3024.0,"Tower Palace One, Tower D",Seoul,153.0,502.0,42.0,2002.0,composite,residential
3026.0,Bastion,Moscow,153.0,502.0,40.0,2012.0,concrete,residential / retail
3027.0,Ark Hills Mori Building,Tokyo,153.0,502.0,37.0,1986.0,,office
3028.0,Beijing IFC West Tower A/B,Beijing,153.0,502.0,36.0,2010.0,,office
3028.0,Times Square Tower B,C hongqing,153.0,502.0,36.0,2003.0,,office
3030.0,1325 Ave. of Americas,New York C ity,153.0,502.0,35.0,1989.0,,office
3030.0,AU Tower,Dubai,153.0,502.0,35.0,2009.0,concrete,office
3030.0,Torun Tower,Istanbul,153.0,502.0,35.0,2014.0,concrete,office
3033.0,480 Queen Street,Brisbane,153.0,502.0,34.0,2016.0,composite,office
3033.0,LJZ Plaza,Shanghai,153.0,502.0,34.0,1999.0,steel,office
3033.0,Optus C entre,Melbourne,153.0,502.0,34.0,1975.0,,office
3033.0,Samsung C &T C orporation HQ,Seoul,153.0,502.0,34.0,2008.0,composite,office
3033.0,"Samsung Life Insurance
C orporation HQ",Seoul,153.0,502.0,34.0,2008.0,composite,office
3038.0,El Paso Energy Building,Houston,153.0,502.0,33.0,1962.0,steel,office
3039.0,World Trade Tower,Shanghai,153.0,502.0,31.0,1996.0,,hotel / office
3040.0,40 Bank Street,London,153.0,502.0,30.0,2003.0,composite,office
3042.0,Bank of Yokohama,Yokohama,153.0,502.0,28.0,1993.0,,office
3043.0,One George Street,Singapore,153.0,502.0,23.0,2004.0,concrete,office
3044.0,Dusit Thani Hotel,Dubai,152.9,502.0,37.0,2001.0,concrete,residential / hotel
3045.0,One Superior Place,C hicago,152.9,502.0,52.0,1999.0,concrete,residential
3046.0,Park Tower Gran Sky,Tokyo,152.9,502.0,44.0,2010.0,,residential
3047.0,"Offices and C rowne Plaza Nanchang
Riverside",Nanchang,152.9,502.0,34.0,2011.0,concrete,hotel / office
3048.0,The Fairmont Dubai,Dubai,152.9,501.0,37.0,2002.0,,hotel
3049.0,Hudson Greene West Tower,Jersey C ity,152.8,501.0,48.0,2010.0,concrete,residential
3050.0,Ocean Palace,Balneario C amboriu,152.8,501.0,42.0,2012.0,concrete,residential
3051.0,The # C entral Park II 201,Incheon,152.7,501.0,45.0,2011.0,concrete,residential
3051.0,The # C entral Park II 202,Incheon,152.7,501.0,45.0,2011.0,concrete,residential
3053.0,Sheraton New York,New York C ity,152.7,501.0,51.0,1962.0,concrete,hotel
3054.0,Wind,Miami,152.7,501.0,41.0,2008.0,concrete,residential
3055.0,120 North LaSalle,C hicago,152.7,501.0,39.0,1992.0,concrete,office
3055.0,World Apparel C enter,New York C ity,152.7,501.0,39.0,1968.0,steel,office
3057.0,10 South LaSalle,C hicago,152.7,501.0,37.0,1986.0,composite,office
3057.0,One Park Place,Houston,152.7,501.0,37.0,2009.0,concrete,residential
3059.0,C hina Travel Tower,Shenzhen,152.7,501.0,31.0,2008.0,,office
3060.0,The Zenith 1,Hong Kong,152.7,501.0,47.0,2007.0,concrete,residential
3061.0,Viewpoint,Atlanta,152.7,501.0,36.0,2008.0,concrete,residential
3062.0,PSPF C ommercial Tower A,Dar es Salaam,152.7,501.0,35.0,2014.0,concrete,office
3062.0,PSPF C ommercial Tower B,Dar es Salaam,152.7,501.0,35.0,2014.0,concrete,office
3064.0,Robinson Place Tower A,Hong Kong,152.7,501.0,48.0,1994.0,concrete,residential
3065.0,International Gem Tower,New York C ity,152.7,501.0,34.0,2013.0,steel,office
3066.0,Kyungdong Jade 101,Busan,152.6,501.0,40.0,2012.0,concrete,residential
3067.0,Garden Air Tower,Tokyo,152.6,501.0,35.0,2003.0,,office
3068.0,Universe Life Square,C uritiba,152.6,501.0,43.0,2014.0,concrete,residential / office
3069.0,Dubai Arch Tower,Dubai,152.6,500.0,41.0,2009.0,concrete,residential
3070.0,1450 BRIC KELL,Miami,152.5,500.0,34.0,2010.0,concrete,office
3071.0,Shreepati Arcade,Mumbai,152.5,500.0,45.0,2002.0,concrete,residential
3072.0,Haeundae Hillside We've Tower 103,Busan,152.5,500.0,44.0,2014.0,concrete,residential
3073.0,Rengfeng Tower,Guangzhou,152.5,500.0,41.0,2004.0,concrete,office
3074.0,Laguna Tower,Dubai,152.5,500.0,40.0,2012.0,concrete,hotel / office
3074.0,Lotte C astle President 101,Seoul,152.5,500.0,40.0,2009.0,composite,residential
3074.0,Lotte C astle President 102,Seoul,152.5,500.0,40.0,2009.0,composite,residential
3074.0,Polat Tower Residence,Istanbul,152.5,500.0,40.0,2001.0,,residential
3078.0,York Place,Hong Kong,152.5,500.0,40.0,2009.0,concrete,residential
3079.0,C rown Towers,Melbourne,152.5,500.0,43.0,1997.0,concrete,hotel
3080.0,140 William Street,Melbourne,152.5,500.0,41.0,1972.0,,office
3081.0,Bristol Plaza,New York C ity,152.4,500.0,50.0,1987.0,,residential
3082.0,One C olumbus Place Tower I,New York C ity,152.4,500.0,49.0,1999.0,concrete,residential
3082.0,One C olumbus Place Tower II,New York C ity,152.4,500.0,49.0,1999.0,concrete,residential
3084.0,Sky Las Vegas,Las Vegas,152.4,500.0,45.0,2007.0,concrete,residential
3085.0,Urbana Tower 1,Kolkata,152.4,500.0,41.0,2015.0,concrete,residential
3085.0,Urbana Tower 6,Kolkata,152.4,500.0,41.0,2015.0,concrete,residential
3085.0,Urbana Tower 7,Kolkata,152.4,500.0,41.0,2015.0,concrete,residential
3088.0,1818 Market Street,Philadelphia,152.4,500.0,40.0,1974.0,steel,office
3088.0,28 State Street,Boston,152.4,500.0,40.0,1970.0,steel,office
3090.0,Bayshore Apartments,Hong Kong,152.4,500.0,38.0,2001.0,concrete,residential
3090.0,Telesis Tower,San Francisco,152.4,500.0,38.0,1982.0,steel,office
3092.0,1918 8th Avenue,Seattle,152.4,500.0,36.0,2009.0,,office
3092.0,C hase Tower,Oklahoma C ity,152.4,500.0,36.0,1971.0,,office
3094.0,Angel Place,Sydney,152.4,500.0,35.0,2000.0,concrete,office
3094.0,Memorial Hermann Tower,Houston,152.4,500.0,35.0,2009.0,concrete,office / hospital
3096.0,Four World Financial C enter,New York C ity,152.4,500.0,34.0,1986.0,steel,office
3096.0,One America Plaza,San Diego,152.4,500.0,34.0,1991.0,steel,office
3098.0,The World C entre,Makati,152.4,500.0,30.0,1995.0,concrete,office
3099.0,Hua Mao Building,Shanghai,152.4,500.0,27.0,2001.0,,hotel / office
3100.0,The Tides,C hicago,152.4,500.0,51.0,2008.0,concrete,residential
3101.0,Montevideo,Rotterdam,152.3,500.0,43.0,2005.0,composite,residential
3102.0,200 South Wacker,C hicago,152.3,500.0,41.0,1981.0,concrete,office
3103.0,Sydney C entral,Sydney,152.3,500.0,31.0,1992.0,concrete,office
3104.0,Yokohama Mitsui Building,Yokohama,152.2,499.0,31.0,2012.0,,office
